5.365919778294424569e-01,1.724228699318742786e-01,2.085702152936714793e-01,9.472198223240437809e-01,9.880953980702106287e-01,2.995722112451737473e-01,6.153326702579283713e-01,8.457902101273462314e-02,5.669998835298439843e-01,5.401218165310636143e-01,7.526315847712494733e-01,9.140535240698788311e-01,7.545332378726952172e-01,3.579167128200183567e-01,2.362702615190679367e-01,4.746671712680045063e-01,9.785347772742659656e-01,4.699994445689629208e-01,9.400151513543403281e-01,7.830516260751114732e-01
4.827980816364118022e-01,3.324613677272133527e-01,6.453738478903708886e-01,2.973295382791318886e-02,3.887432737904937818e-01,2.033779935061297284e-02,7.999802895448359097e-01,1.219826602061094833e-01,6.845600244326195405e-01,3.806512313792209667e-01,6.106730340900228260e-01,8.309810735493573519e-01,7.962806202880479134e-02,5.082755853723667228e-01,5.750922358266320478e-01,5.084118017657668354e-02,2.041885678115780145e-01,9.903443439061664355e-01,9.501314934153601843e-01,8.892588826217552311e-01
7.058875198232518189e-01,7.996611686995487300e-01,5.313697782210990983e-01,6.981019126002157016e-01,8.867721990000498877e-01,4.278556467328731294e-01,4.752928216741872935e-01,6.567395500813132392e-01,3.599589221651852133e-01,7.270867104937318581e-01,1.751077559048456189e-01,7.441876161891967101e-01,2.008584570639835309e-01,2.553834502271941087e-01,4.225545747756030979e-01,8.992991349664946066e-01,5.774626470820661828e-01,7.093310963874832620e-01,2.675796747723465652e-01,6.764626743176904711e-03
9.857765286841262409e-01,8.047540862916897630e-01,9.643973228781010931e-01,1.794721258331370972e-01,3.031757808731707637e-01,7.527356651578869240e-01,3.782229244364015974e-01,8.287772551129483078e-01,5.660820823011988301e-01,5.041587491718722003e-01,6.003256786438514458e-01,8.714411950248902583e-01,5.954856349377132263e-01,9.510481877125629424e-01,2.492044303484949319e-01,8.570656785028283320e-01,3.772496632641718639e-01,1.234522893461464932e-02,2.104048613306314097e-01,8.777046322570590808e-01
9.478772266569907012e-01,2.696998017934907343e-01,7.840446203793494107e-02,6.235280667450455727e-01,6.755068403340563910e-01,9.469331376914225107e-01,4.511467374180651024e-01,2.709185527826145634e-01,3.184573165513788773e-01,5.752911055319117617e-01,3.656310442778135661e-01,5.989444522635052337e-01,7.166612606067398472e-01,1.020310600904367204e-01,3.685978240103882086e-02,5.039836377531142775e-01,5.378371717101968486e-01,2.262320962767199184e-01,9.664126697690369472e-01,2.084269535191217715e-01
2.451371533110059397e-01,8.321539211604090935e-01,6.126397878822280596e-01,3.397105150834937026e-01,2.065471137077934394e-01,2.057801092084754480e-03,1.588517652357085419e-01,3.837921100629115845e-01,2.285586960806216261e-01,5.062269805535729583e-01,3.735605643282600141e-01,2.156653082212139916e-01,2.746841722960000620e-01,4.597043255312787124e-01,7.731863112574630659e-01,3.016218895188509386e-01,5.015832858425683938e-02,1.676116692078000181e-02,5.996624068184004397e-01,5.305596711462620130e-01
3.540103335858422184e-01,9.923447513548918630e-01,7.361698283220043937e-01,2.046084038143797246e-01,2.082500770507778043e-01,8.825803572116805995e-01,2.204389783156955884e-01,9.816515918304691279e-01,3.626431442693718310e-01,9.362842476447864604e-01,3.583443175213684162e-01,5.499558971862064105e-01,7.614957470924670346e-01,7.715276324545642384e-01,7.327387678104372304e-01,5.117487470669168648e-01,9.898778372239543932e-01,4.404907409051260769e-01,3.876254622626287283e-01,4.406298405366763093e-01
3.776403928601861359e-01,9.561009755397431586e-01,9.351387477331782883e-01,1.059223371431124994e-01,6.913696603918594308e-01,9.339476929508557790e-01,1.351437272127865574e-01,4.926496342649407945e-01,7.374132174084868652e-02,3.679900040252286342e-01,4.852186418461296169e-01,9.194760472891794212e-01,7.620752990141926864e-01,4.570427365136202624e-01,8.414559377296092491e-01,5.181942799095997643e-01,6.754482742891229075e-01,8.301082634034894214e-01,3.236819309011539358e-01,5.260258104499317966e-01
1.292689622598763854e-01,7.141295114008716638e-02,5.786042070982367891e-01,2.638080429580829112e-01,5.333557001653207452e-01,1.446673163215883573e-02,1.924622794070462994e-02,4.282646396087134155e-01,3.847014221181825899e-01,4.313192835655786928e-01,1.043857472027154287e-02,9.255713044102955589e-01,1.405883133500269722e-01,5.827080842167198238e-02,5.509391947415076540e-01,6.875999117278100980e-01,7.840431488356569556e-01,5.273211051368383862e-01,9.687983007115400502e-01,6.901251183176413395e-01
9.004603572233496056e-01,8.474983466035553858e-01,5.418437512525279276e-01,8.738211589675181079e-01,8.061402665268903034e-01,9.411418050287339021e-01,4.128085107208574467e-01,1.884376599531629726e-01,4.824308988385468400e-01,8.060052104018018415e-01,9.894222846956146622e-02,2.085797094939862983e-01,8.935744412862056674e-01,9.460853915124152191e-01,6.708914837448953783e-03,6.472629043061695064e-01,8.146505701542966493e-01,1.960886648785439279e-01,4.221568253664035320e-01,7.654035693858191047e-01
1.110994461595496974e-01,5.316001914014324425e-01,6.864813229869467515e-01,7.974239299327758879e-01,9.889178083866430047e-01,3.736586724601187459e-01,4.408334202733414919e-01,9.290318186163715186e-02,8.203276382679197676e-01,8.206712613567379577e-01,3.028008587034322074e-01,2.775640600774669231e-01,9.791323940459103481e-01,3.585221325155709682e-01,6.144859542468185110e-01,6.070721919075345863e-01,8.561034363612246567e-01,8.387372835097084423e-02,3.047187549804477591e-01,1.784066556455476960e-02
2.034433259434089702e-01,5.381920761280079013e-01,7.548373080071411056e-01,6.514718626166765558e-01,8.123584054644142904e-01,4.065024087566171396e-02,6.230964887423922072e-01,4.492969878596749789e-01,5.298329197320823525e-01,2.823613127074880991e-01,8.476940790900188150e-01,7.000175868646766331e-01,6.530137848679318235e-01,9.165881866596261585e-01,4.095003070068727880e-01,8.305352122581166618e-01,5.693062829422241844e-01,1.674936152454424843e-01,8.258941589334178879e-02,2.551516093011089170e-01
2.028626315917140892e+04,1.299014448252027069e+04,1.904444974059729020e+03,1.382796944959011489e+04,6.262841039548704430e+03,2.017830038784180215e+04,1.805344083103166849e+04,1.240476339961942358e+04,4.283754923249544845e+03,2.798388983039665618e+03,1.942779463248931643e+04,2.590996844542747112e+03,1.924865890691251843e+04,1.781556149658684444e+04,5.237637407877584337e+03,4.247516487515973495e+03,4.705576923713488213e+03,1.275683123049487403e+04,5.394216929462424559e+03,1.933268763430159743e+04
4.378884829018112941e+04,2.931348217541882696e+04,1.018690471760899709e+04,3.152312418065292877e+04,1.558001335368192667e+04,4.861734680664737971e+04,4.498405100842222600e+04,2.743082242615580253e+04,1.368756569134914389e+04,1.110807358051253686e+04,4.716485395212693402e+04,1.096860601485865664e+04,4.889757656501243036e+04,4.080434845708208741e+04,1.483890099323452341e+04,1.294234451210737097e+04,1.431486281481273909e+04,2.766289357826175183e+04,1.557445798159717378e+04,4.881641074298629974e+04
-7.008918806499610810e+02,9.690659290635929892e+02,6.696334027926645831e+03,1.385721089979198723e+03,2.077734835659316559e+03,4.935064653396309950e+03,6.070013657231712386e+03,3.004269325941642705e+02,4.795238854520276618e+03,5.541606079396601672e+03,5.148506684513179607e+03,5.892219863113538850e+03,7.513431932916922051e+03,1.999356256745985775e+03,3.752436733107580949e+03,4.054130036303965426e+03,4.467015203880074296e+03,-2.997145130294432533e+02,4.187726394572709978e+03,7.216665653750099409e+03
-2.910456238916971117e+01,4.059716522387313375e+01,2.794929419034271518e+02,5.842522262975565894e+01,8.712861951477918865e+01,2.061046863042066377e+02,2.538420827514038365e+02,1.260957668977494706e+01,2.000504671127506526e+02,2.317296806607300255e+02,2.153121984616868190e+02,2.455641753621375756e+02,3.138933367801923282e+02,8.382203887487629856e+01,1.563848896946156231e+02,1.689689947376532473e+02,1.865764050853959191e+02,-1.165449693015123778e+01,1.752507239168195952e+02,3.008896275637534927e+02
4.732340931833544095e-01,4.172977962785895389e-02,9.752287267665117332e-01,1.260791302404218328e-02,4.771701557326003540e-01,9.892375172157349406e-01,3.134242132537697900e-01,3.005140441437021970e-01,6.968522656234205082e-01,1.905102423510749432e-01,2.208156929806688318e-01,3.535528772111991014e-01,4.762777906969057895e-01,9.566234553865126111e-01,7.446993629134911474e-01,6.733564781991365766e-01,9.878969223750284634e-01,9.520393566828964094e-01,4.646465758210064356e-01,7.799247613940111234e-01
2.494533995812451277e-01,8.257117206109825247e-01,4.054890342347277077e-01,6.690862496764353740e-01,9.722711270469398537e-01,5.719898222493415840e-01,6.753861583286245862e-01,7.449120487942627600e-01,8.406692286045071016e-01,1.792122255476878978e-01,9.054598239531416182e-01,5.859019555049389538e-01,3.898450922266218921e-01,8.202706444264282748e-01,5.034222741542209167e-01,3.688462937699247268e-01,5.842659273482148086e-01,5.133848616790412933e-01,3.130267073029341374e-01,9.095598621741851630e-02
1.047144213963011605e-01,9.109614518000885841e-02,2.187628748406145185e-02,9.047369246684195954e-01,8.078633831413389865e-01,9.007854692538437291e-01,9.706211841969296650e-01,4.780896671848109403e-01,7.781813887780486549e-01,7.832263613968735161e-01,9.028627400252384749e-01,2.445696724036735548e-01,6.130144745519545690e-01,5.100923876416183500e-01,7.216911819185883870e-01,5.702997577353974279e-01,6.487643515559020635e-01,7.756167759302435849e-01,6.509709390934299567e-01,4.687024119133708089e-01
6.798670827331412259e-01,4.592617062838837416e-01,9.936887909332139390e-01,8.265316014892643004e-02,2.147222230765549744e-01,3.829598811344937515e-01,8.800140300043343133e-01,5.795927557306917999e-01,2.821409528434308811e-01,4.953432778969935057e-01,3.413107681315774578e-01,6.387645748934175360e-01,7.645579264847257583e-01,8.330202623308455845e-01,3.737395914546214337e-01,2.263267854291147740e-01,6.334595083719555264e-01,4.373459733141914496e-01,8.165884456922388734e-01,3.855052566602188424e-01
